Date, N+1 Close ,Yesterday's sign,%b of prior day close,Open Position to yesterday's range,N-1 Magnitude,N Close / N's range,10-MA,N Magnitude, HSI Open (N) , HSI Close (N) ,Close Above yesterday's DH,DL Lower than yesterday's DL,DL Higher than yesterday's DL,Deviation of 10-MA / 20-MA slopes
23/2/2012," 11,714 ",0,0.97099663,0.551336921,0.020999701,0.239163326,0.002868633,0.010072158," 18,330 "," 18,398 ",0,0,1,0.525499205
24/2/2012," 11,690 ",1,0.689689366,0.536149808,0.010072158,0.454858209,0.000250705,0.012321472," 18,489 "," 18,434 ",0,1,0,0.068657494
27/2/2012," 11,540 ",1,0.630948527,0.261723917,0.012321472,0.289862431,0.001340425,0.030843263," 18,771 "," 18,877 ",0,1,0,0.843283355
28/2/2012," 11,761 ",1,0.323826352,0.550028099,0.030843263,0.959967859,0.003689598,0.015460142," 18,971 "," 18,727 ",0,0,1,1.201163934
29/2/2012," 11,827 ",0,0.728801522,1.18764558,0.015460142,0.667754943,0.00608048,0.013483012," 18,753 "," 18,813 ",1,0,1,1.228664066
1/3/2012," 11,602 ",0,0.798904825,0.290765821,0.013483012,0.136769273,0.002832681,0.022394402," 18,785 "," 18,593 ",0,1,0,0.748812154
2/3/2012," 11,739 ",1,0.239856355,0.58411468,0.022394402,0.670409874,0.00066706,0.005765228," 18,588 "," 18,866 ",0,0,1,0.307381958
5/3/2012," 11,471 ",0,0.583135565,0.291103017,0.005765228,0.087574139,-0.000679511,0.024304509," 18,948 "," 19,004 ",0,1,0,-7.757035393
6/3/2012," 11,119 ",1,-0.039288373,-0.067935218,0.024304509,0.041460138,-0.00692862,0.028053365," 19,072 "," 19,152 ",0,1,0,2.777039059
7/3/2012," 10,976 ",1,-0.199835174,-0.51302541,0.028053365,0.254407263,-0.012131264,0.015512641," 19,113 "," 19,095 ",0,1,0,2.911567232
8/3/2012," 11,169 ",0,-0.037185323,0.691336221,0.015512641,0.945754284,-0.011978114,0.01251146," 19,232 "," 19,204 ",1,0,1,2.621310448
9/3/2012," 11,256 ",0,0.21999757,1.225373996,0.01251146,0.352990191,-0.00848363,0.012757957," 19,071 "," 19,012 ",1,0,1,2.067618611
12/3/2012," 11,226 ",0,0.33244633,0.258640003,0.012757957,0.494054561,-0.006509295,0.018547043," 19,186 "," 19,628 ",0,1,0,2.539740109
13/3/2012," 11,356 ",1,0.338768364,0.941154431,0.018547043,0.41970621,-0.006284608,0.008680851," 19,652 "," 19,687 ",1,0,1,4.986329414
14/3/2012," 11,300 ",0,0.484039092,1.938837978,0.008680851,0.099865213,-0.008159436,0.023551304," 19,842 "," 19,943 ",0,1,0,8.389859538
15/3/2012," 11,241 ",1,0.478077911,0.028305355,0.023551304,0.6772964,-0.007809126,0.013149593," 20,162 "," 20,110 ",0,1,0,3.224204202
16/3/2012," 11,216 ",1,0.448890707,0.429556096,0.013149593,0.360530863,-0.007809842,0.011145316," 20,453 "," 20,439 ",0,0,1,2.230531878
20/3/2012," 10,871 ",0,0.471263559,-0.92335786,0.011145316,0.313441523,-0.00994577,0.024432721," 20,443 "," 20,502 ",0,1,0,1.901568889
21/3/2012," 10,776 ",1,0.020939033,0.376670655,0.024432721,0.287403733,-0.008397168,0.019484357," 20,518 "," 20,160 ",0,1,0,1.098008434
22/3/2012," 10,767 ",1,0.049219992,0.477183278,0.019484357,0.26085447,-0.004941975,0.012483105," 20,326 "," 20,390 ",0,0,1,0.573498432
23/3/2012," 10,658 ",1,0.110709143,-0.597312328,0.012483105,0.653140071,-0.006458804,0.011770968," 20,395 "," 20,333 ",0,1,0,0.696153323
26/3/2012," 10,592 ",2,0.122268368,0.560616567,0.011770968,0.470988745,-0.010570309,0.011074038," 20,639 "," 20,739 ",0,1,0,1.111803945
27/3/2012," 10,811 ",1,0.155431973,1.694920036,0.011074038,0.874801687,-0.009755308,0.008600188," 20,681 "," 20,757 ",1,0,1,1.204077635
28/3/2012," 10,701 ",0,0.374864003,0.330230784,0.008600188,0.444860166,-0.009724713,0.01297671," 21,016 "," 20,710 ",0,1,0,1.220087554
29/3/2012," 10,533 ",1,0.318762302,-0.546335085,0.01297671,0.666345342,-0.012978926,0.011604709," 20,808 "," 20,699 ",0,1,0,1.233727575
30/3/2012," 10,640 ",1,0.202248877,0.489475949,0.011604709,0.909734414,-0.01255665,0.014870622," 20,828 "," 21,018 ",1,0,1,1.239350607
2/4/2012," 10,659 ",0,0.357933671,1.288471275,0.014870622,0.55671875,-0.01070613,0.012267088," 20,922 "," 21,010 ",1,0,1,1.160561181
3/4/2012," 10,859 ",1,0.407002518,1.391614583,0.012267088,0.836845687,-0.005287468,0.014906618," 20,986 "," 20,784 ",1,0,1,0.689146291
5/4/2012," 10,745 ",0,0.881432126,-0.666463867,0.014906618,0.703792741,-0.000394456,0.018974956," 20,719 "," 20,887 ",0,1,0,0.087795171
10/4/2012," 10,597 ",0,0.621849461,0.120059132,0.018974956,0.338291613,-0.00188482,0.014875824," 20,845 "," 20,918 ",0,1,0,0.546882763
11/4/2012," 10,504 ",1,0.271518688,-0.554112828,0.014875824,0.724565243,-0.003036674,0.010913469," 20,994 "," 21,365 ",0,1,0,0.634970212
12/4/2012," 10,665 ",0,0.118156312,0.674697035,0.010913469,0.846489226,-0.00075986,0.018732858," 21,267 "," 21,277 ",1,0,1,0.131834907
13/4/2012," 10,937 ",0,0.484128077,1.860214517,0.018732858,0.741613308,0.001865332,0.011385381," 21,504 "," 21,492 ",1,0,1,-0.460273488
16/4/2012," 10,845 ",0,0.986491697,-0.253049529,0.011385381,0.695957048,0.00252263,0.007199142," 21,760 "," 21,425 ",0,1,0,-0.682902825
17/4/2012," 10,795 ",0,0.751758074,0.952470557,0.007199142,0.638047076,0.003790617,0.017828382," 21,434 "," 21,479 ",0,1,0,-0.806405379
18/4/2012," 10,897 ",1,0.627517928,1.249665995,0.017828382,0.466948857,0.004845136,0.012282523," 21,339 "," 21,549 ",1,0,1,-1.231497486
19/4/2012," 11,047 ",1,0.751797543,0.377124659,0.012282523,0.966126778,0.006017996,0.015460046," 21,357 "," 21,381 ",1,0,1,-2.528754653
20/4/2012," 11,050 ",0,0.902346403,0.683859589,0.015460046,0.590679,0.005389126,0.013399233," 21,439 "," 21,407 ",0,0,1,109.4468155
23/4/2012," 10,810 ",0,0.829459552,0.367459986,0.013399233,0.047802784,0.002375007,0.019710905," 21,382 "," 21,218 ",0,1,0,2.384639534
24/4/2012," 10,817 ",1,0.49426685,0.074096562,0.019710905,0.405781814,0.002644501,0.017976794," 21,303 "," 21,569 ",0,1,0,6.759015571
25/4/2012," 10,813 ",2,0.471375715,0.602038103,0.017976794,0.466532425,0.004893452,0.008711886," 21,644 "," 21,680 ",0,0,1,5.150173158
26/4/2012," 10,912 ",1,0.392250048,1.186524171,0.008711886,0.80042532,0.005129794,0.010761961," 21,578 "," 21,388 ",1,0,1,2.32488057
27/4/2012," 10,905 ",0,0.560270032,1.571653745,0.010761961,0.36691576,0.001979638,0.013956713," 21,618 "," 21,562 ",0,0,1,1.029439446
30/4/2012," 11,081 ",1,0.549937269,0.783006327,0.013956713,0.879201579,0.001877102,0.011614507," 21,518 "," 21,265 ",1,0,1,0.854564217
2/5/2012," 11,146 ",0,0.949305074,1.350161359,0.011614507,0.272985716,0.005396412,0.009558409," 21,174 "," 20,806 ",1,0,1,1.17284034
3/5/2012," 10,987 ",2,0.935451668,-0.998771155,0.009558409,0.694697578,0.004046016,0.007990486," 20,522 "," 20,628 ",0,1,0,0.910934099
4/5/2012," 10,882 ",1,0.566289412,-0.506942982,0.007990486,0.211738117,-0.000685797,0.006310797," 20,723 "," 20,901 ",0,1,0,-0.260605496
7/5/2012," 10,574 ",2,0.372406265,-3.20139934,0.006310797,0.24026364,-0.005850211,0.012203409," 20,931 "," 21,086 ",0,1,0,20.59526621
8/5/2012," 10,526 ",1,-0.024608431,0.663920996,0.012203409,0.260461076,-0.006951157,0.013963991," 21,074 "," 21,134 ",0,1,0,2.995482787
9/5/2012," 10,357 ",1,0.051197964,-0.497203804,0.013963991,0.384977985,-0.006841704,0.011459402," 21,279 "," 21,340 ",0,1,0,3.231628053
10/5/2012," 10,290 ",1,0.03083354,-0.126790179,0.011459402,0.480611103,-0.009052597,0.017384126," 21,564 "," 21,308 ",0,1,0,4.319936123
11/5/2012," 10,143 ",2,0.107601336,-0.191810121,0.017384126,0.527328412,-0.011937797,0.009752796," 21,323 "," 21,354 ",0,1,0,3.514490836
14/5/2012," 9,987 ",1,0.11742319,1.13711957,0.009752796,0.08512566,-0.015666052,0.024189651," 21,350 "," 21,318 ",0,1,0,2.303235429
15/5/2012," 10,085 ",1,0.122756202,-0.145083566,0.024189651,0.956044369,-0.017911047,0.021030864," 21,183 "," 20,888 ",0,1,0,2.260403462
16/5/2012," 9,742 ",0,0.256404995,0.097347698,0.021030864,0.162443211,-0.022651086,0.019682468," 20,948 "," 20,857 ",0,1,0,2.684769705
17/5/2012," 9,701 ",1,0.122327599,0.476920838,0.019682468,0.101488866,-0.025626507,0.017830746," 20,886 "," 20,902 ",0,1,0,2.44001023
18/5/2012," 9,577 ",1,0.156105567,-1.035928375,0.017830746,0.919405849,-0.025018132,0.022943446," 20,741 "," 20,669 ",0,1,0,1.999099283
22/5/2012," 9,699 ",0,0.151819192,1.315124392,0.022943446,0.402635415,-0.021320658,0.01246239," 20,672 "," 20,669 ",1,0,1,1.600705292
23/5/2012," 9,574 ",0,0.271967216,-1.115512498,0.01246239,0.802542315,-0.018098605,0.012102033," 20,922 "," 21,047 ",0,1,0,1.471221707
24/5/2012," 9,541 ",0,0.223084968,0.691564054,0.012102033,0.213024966,-0.017652575,0.011469336," 20,960 "," 20,885 ",0,0,1,1.468722041
25/5/2012," 9,539 ",1,0.231534247,0.159860004,0.011469336,0.774775798,-0.015791946,0.015291235," 20,720 "," 20,609 ",0,1,0,1.287205959
28/5/2012," 9,648 ",2,0.270893767,0.426035939,0.015291235,0.808676821,-0.012668506,0.020767354," 20,380 "," 20,556 ",1,0,1,1.031155605
29/5/2012," 9,858 ",0,0.421686494,0.763305398,0.020767354,0.995872059,-0.006394961,0.022850237," 20,663 "," 20,522 ",1,0,1,0.568038256
30/5/2012," 9,691 ",0,0.761433739,0.625518765,0.022850237,0.503981651,-0.005383626,0.017723945," 20,704 "," 20,791 ",0,1,0,0.450579914
31/5/2012," 9,686 ",1,0.573421367,-0.449850376,0.017723945,0.918629932,-0.004639459,0.020087351," 20,479 "," 20,593 ",0,1,0,0.330326435
1/6/2012," 9,621 ",0,0.585028406,0.378279196,0.020087351,0.24763893,-0.00140768,0.016110371," 20,387 "," 20,356 ",0,0,1,0.100389519
4/6/2012," 9,375 ",0,0.437583231,-1.049549286,0.016110371,0.61987719,-0.002920301,0.012644628," 20,093 "," 20,141 ",0,1,0,0.2033778
5/6/2012," 9,398 ",1,-0.08490578,1.281474671,0.012644628,0.104869811,-0.005210398,0.010338353," 20,180 "," 20,327 ",0,0,1,0.385876701
6/6/2012," 9,438 ",1,0.024505857,0.073456832,0.010338353,0.878408803,-0.004536114,0.011126255," 20,641 "," 20,701 ",0,1,0,0.395109068
8/6/2012," 9,353 ",0,0.186415467,1.652444445,0.011126255,0.156939693,-0.003382105,0.020703993," 20,516 "," 20,611 ",0,1,0,0.316995177
11/6/2012," 9,575 ",1,0.074687861,1.428402951,0.020703993,0.415832402,-0.001597468,0.008654188," 20,678 "," 20,562 ",1,0,1,0.181181225
12/6/2012," 9,520 ",1,0.521281144,-1.233432029,0.008654188,0.67287218,-0.000970117,0.014345676," 20,800 "," 20,781 ",0,1,0,0.140562374
13/6/2012," 9,658 ",0,0.435966736,0.964101266,0.014345676,0.991314706,-0.003429234,0.022043189," 20,767 "," 20,995 ",1,0,1,0.696004813
14/6/2012," 9,519 ",0,0.792063654,0.769306706,0.022043189,0.148056803,-0.003892622,0.011369517," 20,933 "," 21,011 ",0,0,1,0.838162456
15/6/2012," 9,745 ",1,0.511245933,0.655281803,0.011369517,0.922281846,-0.00119143,0.019312723," 20,971 "," 20,624 ",1,0,1,0.406599121
18/6/2012," 9,819 ",0,1.040438414,1.945320007,0.019312723,0.186367689,0.002695003,0.014222307," 20,606 "," 20,677 ",1,0,1,4.288755534
19/6/2012," 9,800 ",1,0.973607662,0.24136834,0.014222307,0.683060308,0.006541847,0.008444534," 20,752 "," 20,646 ",0,1,0,3.678557968
20/6/2012," 9,821 ",1,0.843062464,1.349479832,0.008444534,0.453441837,0.008890358,0.008292754," 20,753 "," 20,810 ",0,0,1,4.933772977
21/6/2012," 9,663 ",1,0.782397581,0.407200304,0.008292754,0.028764552,0.006768877,0.016467724," 20,916 "," 20,741 ",0,1,0,6.12920515
22/6/2012," 9,504 ",1,0.525091554,-0.954835663,0.016467724,0.190624376,0.003914825,0.009245101," 20,890 "," 21,094 ",0,1,0,14.37422709
25/6/2012," 9,364 ",2,0.215053292,0.150214489,0.009245101,0.058253275,-0.000615401,0.0152684," 21,245 "," 21,309 ",0,1,0,0.557071949
26/6/2012," 9,398 ",1,0.06128071,-0.057633916,0.0152684,0.862427156,-0.003436109,0.008569351," 21,209 "," 21,250 ",0,1,0,1.555057291
27/6/2012," 9,461 ",0,0.162431513,0.686023261,0.008569351,0.62199029,-0.003303395,0.018645324," 21,107 "," 21,086 ",1,0,1,0.981382763
28/6/2012," 9,336 ",0,0.295178592,0.889523911,0.018645324,0.1077111,-0.003940732,0.021696401," 20,658 "," 20,537 ",0,1,0,1.006116635
29/6/2012," 9,575 ",1,0.17572752,0.168499488,0.021696401,0.87866371,-0.003662228,0.028500639," 20,647 "," 20,485 ",1,0,1,1.505935037
3/7/2012," 9,712 ",0,0.500707751,1.229386648,0.028500639,0.908595709,-0.002887007,0.011292554," 20,362 "," 20,331 ",1,0,1,26.91898325
4/7/2012," 9,684 ",0,0.699490553,1.440930231,0.011292554,0.155294523,-0.002328642,0.010670758," 20,314 "," 20,227 ",0,0,1,-1.112043068
5/7/2012," 9,703 ",1,0.688539189,0.274046388,0.010670758,0.733885624,-0.002447528,0.016508462," 20,083 "," 19,965 ",0,1,0,-0.761427202
6/7/2012," 9,680 ",2,0.775344663,0.504123911,0.016508462,0.627257226,-0.001068988,0.012739292," 20,038 "," 19,735 ",0,0,1,-0.374272987
9/7/2012," 9,447 ",0,0.74493851,-0.25572783,0.012739292,0.08194634,-0.000427143,0.020757728," 19,703 "," 19,894 ",0,1,0,-0.24360554
10/7/2012," 9,387 ",1,0.342345155,0.177783892,0.020757728,0.289997563,-0.000359686,0.011846324," 19,655 "," 19,260 ",0,1,0,0.736689493
11/7/2012," 9,373 ",1,0.231021234,-0.528258666,0.011846324,0.947708505,-2.4332E-05,0.012633881," 19,369 "," 19,201 ",0,1,0,0.013972299
12/7/2012," 9,167 ",0,0.227720652,0.56110238,0.012633881,0.049406672,-0.003349227,0.018183044," 18,787 "," 18,952 ",0,1,0,1.006926446
13/7/2012," 9,237 ",1,0.012423944,0.362831857,0.018183044,0.388722613,-0.00413021,0.01107715," 18,902 "," 18,922 ",0,0,1,1.023593656
16/7/2012," 9,219 ",0,0.152258901,1.080291828,0.01107715,0.139498385,-0.004790464,0.011098353," 19,061 "," 19,039 ",0,0,1,1.134292969
17/7/2012," 9,381 ",1,0.193876075,0.53591923,0.011098353,0.808041131,-0.007233868,0.016163529," 18,842 "," 18,786 ",1,0,1,1.432550087
18/7/2012," 9,293 ",0,0.437505647,0.774503791,0.016163529,0.46711401,-0.007640133,0.016686863," 18,755 "," 18,666 ",0,1,0,1.537694771
19/7/2012," 9,515 ",1,0.351398597,1.080284636,0.016686863,0.849830556,-0.006151848,0.015838476," 18,734 "," 18,713 ",1,0,1,1.435186682
20/7/2012," 9,571 ",0,0.765473894,1.005851524,0.015838476,0.927781686,-0.003165247,0.008899081," 18,672 "," 18,801 ",1,0,1,1.501487039
23/7/2012," 9,272 ",0,0.970458398,-1.567737052,0.008899081,0.35517201,-0.003039047,0.014431565," 18,736 "," 19,055 ",0,1,0,1.76552485
24/7/2012," 9,217 ",1,0.332113392,0.491185957,0.014431565,0.203430201,-0.003687108,0.015138871," 18,897 "," 18,690 ",0,1,0,1.836853438
25/7/2012," 9,219 ",1,0.240268911,-0.427545741,0.015138871,0.771099867,-0.003467507,0.013864346," 18,471 "," 18,630 ",0,1,0,2.006478868
26/7/2012," 9,211 ",0,0.29890961,0.684022905,0.013864346,0.401322763,-0.0011826,0.009509241," 18,499 "," 18,558 ",0,0,1,0.519093377
27/7/2012," 9,399 ",2,0.26844238,2.002409068,0.009509241,0.432775298,0.002213151,0.011796414," 18,250 "," 18,186 ",1,0,1,-2.220420176
30/7/2012," 9,523 ",0,0.652781405,1.696858097,0.011796414,0.56203263,0.005008525,0.010638146," 18,373 "," 18,259 ",1,0,1,85.22827572
31/7/2012," 9,674 ",1,0.81944123,0.836206151,0.010638146,0.87905365,0.006412457,0.016379053," 18,350 "," 18,521 ",1,0,1,-13.60828994
1/8/2012," 9,762 ",0,0.977437756,0.469315522,0.016379053,0.739554612,0.008156242,0.021414794," 18,826 "," 18,678 ",1,0,1,37.80993272
2/8/2012," 9,669 ",0,0.977714082,0.704957315,0.021414794,0.310796648,0.006647782,0.012797196," 18,798 "," 18,502 ",0,0,1,28.30115455
3/8/2012," 9,661 ",1,0.783615166,-0.452822362,0.012797196,0.995563594,0.002594673,0.014829982," 18,979 "," 18,954 ",0,1,0,-9.333886829
6/8/2012," 9,813 ",0,0.758394684,2.281371229,0.014829982,0.386056804,0.006684502,0.007083874," 18,720 "," 18,873 ",1,0,1,3.625190569
7/8/2012," 9,852 ",1,0.835508231,0.162343853,0.007083874,0.711568567,0.012428581,0.010570293," 18,948 "," 19,027 ",0,1,0,2.815474271
8/8/2012," 9,868 ",0,0.801736771,1.37552572,0.010570293,0.488565716,0.01348851,0.011019627," 18,902 "," 18,808 ",0,0,1,2.650746588
9/8/2012," 9,962 ",1,0.775887433,0.662000648,0.011019627,0.607832649,0.014617845,0.012555214," 18,924 "," 19,234 ",1,0,1,2.142188042
10/8/2012," 9,905 ",0,0.851031052,0.633291112,0.012555214,0.465730014,0.013041459,0.013587048," 19,578 "," 19,428 ",0,1,0,1.688690188
13/8/2012," 9,815 ",1,0.72473929,0.716103254,0.013587048,0.049096594,0.008206419,0.013176213," 19,451 "," 19,417 ",0,1,0,1.235626587
14/8/2012," 9,915 ",1,0.530783587,0.756336549,0.013176213,0.901977329,0.005449182,0.013200416," 19,552 "," 19,519 ",0,1,0,0.920511078
15/8/2012," 9,779 ",2,0.696999767,0.408548511,0.013200416,0.241038605,0.002631732,0.010625406," 19,481 "," 19,265 ",0,1,0,0.493683318
16/8/2012," 9,742 ",1,0.39622129,0.620328044,0.010625406,0.271024836,0.000908751,0.010754883," 18,993 "," 18,995 ",0,1,0,0.244708904
17/8/2012," 9,831 ",1,0.275910321,0.897728742,0.010754883,0.57681068,0.002470505,0.007632512," 19,019 "," 18,897 ",1,0,1,0.975967464
20/8/2012," 9,795 ",0,0.409450978,0.274107699,0.007632512,0.872995899,0.001546818,0.010917114," 18,850 "," 18,982 ",0,1,0,0.38051069
21/8/2012," 9,826 ",1,0.270084639,1.11178295,0.010917114,0.602078767,-0.000445355,0.010399737," 18,990 "," 19,177 ",1,0,1,-0.075967219
22/8/2012," 9,699 ",2,0.420977734,-0.063061171,0.010399737,0.310787918,-0.001977677,0.008800954," 19,306 "," 19,025 ",0,1,0,-0.351710563
23/8/2012," 9,836 ",1,0.01421468,0.985797302,0.008800954,0.763980696,-0.002996405,0.010643919," 18,997 "," 19,441 ",1,0,1,-0.526576075
24/8/2012," 9,675 ",0,0.604284586,-0.435045094,0.010643919,0.258850235,-0.003627081,0.007976109," 19,765 "," 19,736 ",0,1,0,-0.783628
27/8/2012," 9,545 ",1,-0.04805063,0.946545638,0.007976109,0.114441533,-0.005098369,0.021297057," 19,834 "," 19,710 ",0,1,0,-3.351203949
28/8/2012," 9,522 ",1,-0.166565964,-0.143500882,0.021297057,0.600883335,-0.006777889,0.009691152," 19,757 "," 19,809 ",0,1,0,10.09654626
29/8/2012," 9,470 ",0,0.025943457,0.934004327,0.009691152,0.075783612,-0.007192254,0.009282466," 19,753 "," 19,801 ",0,1,0,3.165941406
30/8/2012," 9,341 ",1,0.044817351,-0.698770898,0.009282466,0.332312968,-0.007295909,0.00970457," 19,635 "," 19,428 ",0,1,0,2.299264739
31/8/2012," 9,280 ",1,0.01132144,0.052499197,0.00970457,0.101843538,-0.009818306,0.008285339," 19,504 "," 19,396 ",0,1,0,2.702523109
3/9/2012," 9,288 ",1,0.05360022,-0.482115048,0.008285339,0.469197812,-0.010961539,0.014906061," 19,265 "," 19,420 ",0,1,0,2.35707892
4/9/2012," 9,196 ",0,0.172279273,0.371201156,0.014906061,0.068644554,-0.011850584,0.012976123," 19,357 "," 19,025 ",0,1,0,1.950759029
5/9/2012," 9,020 ",1,0.139479288,-0.61674605,0.012976123,0.129745939,-0.013705944,0.011721258," 19,069 "," 19,093 ",0,1,0,1.768136984
6/9/2012," 9,069 ",1,0.065354055,0.010102113,0.011721258,0.936760346,-0.015236947,0.009674166," 19,265 "," 19,121 ",0,1,0,1.692411042
7/9/2012," 9,428 ",0,0.190345354,2.606475246,0.009674166,0.941593662,-0.010760677,0.02839102," 19,157 "," 19,455 ",1,0,1,1.511765628
10/9/2012," 9,394 ",0,0.652243096,1.001414715,0.02839102,0.142160927,-0.004257025,0.012200594," 19,452 "," 19,240 ",0,0,1,0.908049063
11/9/2012," 9,377 ",1,0.639116842,-0.300467859,0.012200594,0.840838854,-0.003174348,0.01609939," 19,393 "," 19,559 ",0,1,0,0.63222167
12/9/2012," 9,489 ",0,0.653039119,1.344792879,0.01609939,0.53224002,-0.001361597,0.008775133," 19,614 "," 19,641 ",1,0,1,0.313169709
13/9/2012," 9,480 ",0,0.845840586,0.354422478,0.008775133,0.244842624,0.001695702,0.008859268," 19,259 "," 19,053 ",0,0,1,-0.583957085
14/9/2012," 9,829 ",2,0.775891631,3.260911042,0.008859268,0.787562282,0.007413625,0.012525921," 19,078 "," 18,903 ",1,0,1,-5.346740325
17/9/2012," 9,781 ",0,1.024346845,1.235313905,0.012525921,0.198245667,0.01120812,0.01370801," 18,762 "," 18,877 ",0,0,1,-135.9244153
18/9/2012," 9,684 ",1,0.84996782,-0.097713736,0.01370801,0.212249162,0.010489669,0.013034808," 18,870 "," 18,893 ",0,1,0,-12.74612351
19/9/2012," 9,849 ",1,0.704871532,0.414738069,0.013034808,0.816902015,0.013999359,0.018568226," 19,165 "," 19,275 ",1,0,1,324.8283391
20/9/2012," 9,708 ",0,0.798789743,0.833265626,0.018568226,0.08157968,0.015517872,0.015925625," 19,505 "," 19,585 ",0,1,0,133.5966616
21/9/2012," 9,805 ",1,0.62586354,0.479731116,0.015925625,0.668685047,0.010642444,0.009425411," 19,661 "," 19,797 ",0,0,1,1173.03927
24/9/2012," 9,767 ",0,0.727413767,-0.263764583,0.009425411,0.737452078,0.007815653,0.015883396," 19,647 "," 19,820 ",0,1,0,4.19613477
25/9/2012," 9,745 ",0,0.635113856,0.708560545,0.015883396,0.526088914,0.007699749,0.011346915," 19,784 "," 19,690 ",0,0,1,3.268801599
26/9/2012," 9,628 ",1,0.571203867,-0.456941612,0.011346915,0.486694832,0.005251777,0.009044692," 19,554 "," 19,666 ",0,1,0,2.612012834
27/9/2012," 9,769 ",2,0.218375205,0.258484502,0.009044692,0.740943584,0.004409325,0.02280683," 20,053 "," 19,999 ",1,0,1,1.430189441
28/9/2012," 9,832 ",0,0.553726644,0.63370603,0.02280683,0.61005089,0.002987546,0.0149653," 20,034 "," 20,073 ",1,0,1,0.580170678
3/10/2012," 9,828 ",0,0.826217037,0.967838494,0.0149653,0.257478696,0.000507249,0.014374058," 20,189 "," 20,066 ",0,0,1,0.088523733
4/10/2012," 9,849 ",1,0.762773938,0.205038494,0.014374058,0.844354901,0.002172229,0.008563543," 20,149 "," 20,269 ",0,1,0,0.347892857
5/10/2012," 9,965 ",0,0.757511807,1.613070294,0.008563543,0.909119634,0.002876191,0.009667921," 20,205 "," 20,136 ",1,0,1,0.345085726
8/10/2012," 9,840 ",0,0.993080497,0.738424707,0.009667921,0.067032286,0.002536813,0.011741146," 20,188 "," 20,081 ",0,1,0,0.284447292
9/10/2012," 9,967 ",1,0.596724903,0.650199806,0.011741146,0.378256709,0.003005225,0.015764136," 20,251 "," 20,292 ",1,0,1,0.443632786
10/10/2012," 10,041 ",0,0.832769632,0.017094018,0.015764136,0.932879534,0.004446586,0.014837683," 20,125 "," 20,052 ",0,1,0,0.727317844
11/10/2012," 10,231 ",0,0.919345826,0.647330319,0.014837683,0.972878926,0.007734155,0.02385708," 20,152 "," 19,963 ",1,0,1,1.002208611
12/10/2012," 10,345 ",0,1.137751484,1.136657454,0.02385708,0.526647422,0.012214405,0.01386825," 20,057 "," 20,116 ",1,0,1,1.393811754
15/10/2012," 10,375 ",0,1.035279012,0.756508444,0.01386825,0.500159426,0.013375464,0.009149163," 20,080 "," 20,104 ",0,0,1,1.497170889
16/10/2012," 10,367 ",2,0.930185329,1.16271895,0.009149163,0.424351224,0.011462803,0.0117779," 20,112 "," 20,100 ",0,1,0,1.575300433
17/10/2012," 10,491 ",1,0.82635441,1.304700097,0.0117779,0.708224498,0.011958114,0.008208551," 19,997 "," 19,888 ",1,0,1,1.894795255
18/10/2012," 10,636 ",0,0.853180313,1.230381357,0.008208551,0.69663082,0.014393133,0.01360903," 19,935 "," 20,132 ",1,0,1,1.717043004
19/10/2012," 10,684 ",0,0.891572691,1.070925078,0.01360903,0.471124588,0.014842953,0.006542561," 19,930 "," 19,880 ",1,0,1,1.65372079
22/10/2012," 10,743 ",2,0.834150506,-0.408640285,0.006542561,0.884915991,0.015855453,0.014691997," 19,940 "," 19,799 ",1,1,0,1.69662813
24/10/2012," 10,639 ",0,0.819872709,0.349732484,0.014691997,0.372872902,0.015290954,0.010471648," 19,723 "," 19,812 ",0,1,0,1.643568155
25/10/2012," 10,616 ",1,0.679716888,0.329687918,0.010471648,0.511734046,0.012004154,0.013300886," 19,858 "," 19,789 ",0,1,0,1.440224731
26/10/2012," 10,450 ",1,0.62837629,0.75621915,0.013300886,0.171080712,0.007590866,0.024015567," 19,657 "," 19,553 ",0,1,0,0.990940777
29/10/2012," 10,546 ",1,0.343487102,0.252121761,0.024015567,0.765633026,0.003988356,0.014527756," 19,517 "," 19,483 ",0,0,1,0.500625692
30/10/2012," 10,458 ",0,0.481969877,0.900995123,0.014527756,0.225086499,0.002694901,0.017254946," 19,415 "," 19,559 ",0,1,0,0.34251567
31/10/2012," 10,582 ",1,0.25795529,0.573468443,0.017254946,0.970010054,0.002818905,0.009792002," 19,541 "," 19,430 ",0,0,1,0.401725447
1/11/2012," 10,701 ",0,0.493014085,0.356590392,0.009792002,0.974620184,0.0040172,0.02112493," 19,330 "," 19,145 ",1,0,1,0.509515654
2/11/2012," 10,834 ",0,0.780989101,1.55254172,0.02112493,0.268631789,0.00384741,0.008366893," 19,102 "," 19,209 ",1,0,1,0.427881187
5/11/2012," 10,768 ",2,0.912213129,-0.021846201,0.008366893,0.062506244,0.002660413,0.010850845," 19,538 "," 19,802 ",0,1,0,0.308733835
6/11/2012," 10,734 ",1,0.738747144,0.48759202,0.010850845,0.54154098,0.000718098,0.016878134," 19,876 "," 19,827 ",0,1,0,0.088198356
7/11/2012," 10,813 ",1,0.678163864,0.803879727,0.016878134,0.957852892,0.001563321,0.017406243," 19,757 "," 19,858 ",0,1,0,0.187966915
8/11/2012," 10,527 ",0,0.782817941,0.034846813,0.017406243,0.0390354,0.000802318,0.017648339," 19,996 "," 20,075 ",0,1,0,0.126587955
